price,sertifikasi,n_bed,n_bath,luas_bangunan,area,city
1850000000,shm,4,2,130,Jagakarsa, Jakarta Selatan
15500000000,shm,5,4,400,Cilandak, Jakarta Selatan
1500000000,shm,5,3,148,Pasar Minggu, Jakarta Selatan
474000000,shm,2,2,41,Tanjung Priok, Jakarta Utara
1050000000,shm,4,3,150,Cakung, Jakarta Timur
2000000004,shm,3,2,103,Palmerah, Jakarta Barat
750000000,shm,2,1,95,Matraman, Jakarta Timur
1400000003,shm,3,2,90,Jagakarsa, Jakarta Selatan
750000000,shm,3,2,70,Duren Sawit, Jakarta Timur
700000000,shm,3,3,250,Kemayoran, Jakarta Pusat
1500000000,shm,4,4,575,Cipayung, Jakarta Timur
2800000000,shm,4,4,160,Tanah Abang, Jakarta Pusat
3800000000,shm,4,4,200,Pesanggrahan, Jakarta Selatan
5700000000,shm,5,5,300,Cibubur, Jakarta Timur
500000000,shm,2,2,40,Cempaka Putih, Jakarta Pusat
7500000000,shm,5,5,355,Duren Sawit, Jakarta Timur
510000000,shm,2,1,40,Jagakarsa, Jakarta Selatan
1800000000,shm,3,1,69,Cakung, Jakarta Timur
3100000000,shm,3,2,140,Kelapa Gading, Jakarta Utara
509000000,shm,2,2,40,Pulo Gadung, Jakarta Timur
700000004,shm,2,2,55,Cengkareng, Jakarta Barat
2100000000,shm,6,3,170,Cibubur, Jakarta Timur
3200000000,shm,5,4,200,Tanah Abang, Jakarta Pusat
6500000000,shm,4,3,219,Pesanggrahan, Jakarta Selatan
2153000000,shm,4,3,125,Cempaka Putih, Jakarta Pusat
800000000,shm,3,2,100,Pasar Minggu, Jakarta Selatan
4200000000,shm,4,3,248,Pesanggrahan, Jakarta Selatan
2750000000,shm,5,5,200,Jagakarsa, Jakarta Selatan
1300000000,shm,3,2,75,Cipayung, Jakarta Timur
1655500000,shm,4,3,103,Cempaka Putih, Jakarta Pusat
2000000004,shm,3,2,103,Kembangan, Jakarta Barat
1200000000,shm,5,3,85,Kramat Jati, Jakarta Timur
2300000000,shm,5,2,140,Kramat Jati, Jakarta Timur
650000000,shm,2,2,38,Taman Sari, Jakarta Barat
2400000000,shm,3,3,94,Cempaka Putih, Jakarta Pusat
65000000,shm,3,2,90,Jagakarsa, Jakarta Selatan
2100000000,shm,1,3,130,Grogol Petamburan, Jakarta Barat
6600000000,shm,4,3,248,Grogol Petamburan, Jakarta Barat
7800000000,shm,5,4,348,Senen, Jakarta Pusat
3600000000,shm,4,5,250,Jagakarsa, Jakarta Selatan
2688000000,shm,4,3,144,Kelapa Gading, Jakarta Utara
2900000000,shm,3,3,137,Tomang, Jakarta Barat
895000000,shm,3,3,71,Cempaka Putih, Jakarta Pusat
420000000,shm,2,2,31,Jatinegara, Jakarta Timur
1500000000,shm,3,2,120,Johar Baru, Jakarta Pusat
500000000,shm,4,2,77,Penjaringan, Jakarta Utara
500000000,shm,4,2,77,Cibubur, Jakarta Timur
1450000000,shm,4,2,160,Kramat Jati, Jakarta Timur
4250000000,shm,3,2,150,Kembangan, Jakarta Barat
700000000,shm,3,2,50,Kebayoran Lama, Jakarta Selatan
473000000,shm,2,2,39,Kemayoran, Jakarta Pusat
590000000,shm,2,1,48,Pasar Minggu, Jakarta Selatan
500000000,shm,4,2,77,Kemang, Jakarta Selatan
500000000,shm,4,2,77,Cempaka Putih, Jakarta Pusat
8000000000,shm,4,4,360,Penjaringan, Jakarta Utara
10000000000,shm,8,4,750,Cilandak, Jakarta Selatan
500000000,shm,4,2,77,Kebon Jeruk, Jakarta Barat
5500000000,shm,6,4,300,Jatinegara, Jakarta Timur
10000000000,shm,10,10,1000,Kemang, Jakarta Selatan
8300000000,shm,10,10,850,Cempaka Putih, Jakarta Pusat
1775000000,shm,4,4,150,Jagakarsa, Jakarta Selatan
1500000000,shm,4,4,120,Jagakarsa, Jakarta Selatan
3650000000,shm,6,6,310,Jagakarsa, Jakarta Selatan
9200000000,shm,6,5,450,Kembangan, Jakarta Barat
850000000,shm,3,2,90,Cipayung, Jakarta Timur
1628000000,shm,2,3,68,Cempaka Putih, Jakarta Pusat
2100000000,shm,4,1,150,Kebayoran Lama, Jakarta Selatan
8764000000,shm,6,6,310,Kemang, Jakarta Selatan
2250000000,shm,4,4,180,Jagakarsa, Jakarta Selatan
1025000000,shm,3,2,100,Jagakarsa, Jakarta Selatan
1200000000,shm,4,2,160,Cilandak, Jakarta Selatan
8500000000,shm,4,3,600,Cilandak, Jakarta Selatan
700000001,shm,2,2,58,Jagakarsa, Jakarta Selatan
4000000000,shm,4,3,325,Kembangan, Jakarta Barat
10900000000,shm,5,4,400,Cilandak, Jakarta Selatan
900000000,shm,3,2,100,Jagakarsa, Jakarta Selatan
3700000000,shm,6,4,250,Pasar Minggu, Jakarta Selatan
11000000000,shm,4,4,330,Jagakarsa, Jakarta Selatan
972500000,shm,3,2,73,Cempaka Putih, Jakarta Pusat
2000000000,shm,4,2,200,Duren Sawit, Jakarta Timur
750000000,shm,2,1,66,Senen, Jakarta Pusat
2580000000,shm,2,2,152,Kramat Jati, Jakarta Timur
1775000000,shm,5,5,180,Jagakarsa, Jakarta Selatan
900000001,shm,3,2,58,Cengkareng, Jakarta Barat
2800000000,shm,4,4,160,Pulo Gadung, Jakarta Timur
3500000000,shm,4,4,155,Pulo Gadung, Jakarta Timur
4500000000,shm,6,4,400,Kebayoran Baru, Jakarta Selatan
1300000000,shm,4,2,176,Cakung, Jakarta Timur
1248000000,shm,2,2,82,Kramat Jati, Jakarta Timur
1500000000,shm,3,4,77,Pancoran, Jakarta Selatan
2500000000,shm,4,3,120,Kebayoran Lama, Jakarta Selatan
2580000000,shm,4,5,120,Pasar Minggu, Jakarta Selatan
1250000000,shm,5,5,160,Cipayung, Jakarta Timur
422000000,shm,1,2,31,Duren Sawit, Jakarta Timur
800000000,shm,3,2,60,Pasar Rebo, Jakarta Timur
1950000000,shm,4,4,130,Kebon Jeruk, Jakarta Barat
2000000000,shm,4,3,120,Jagakarsa, Jakarta Selatan
1400000001,shm,3,3,71,Kebayoran Lama, Jakarta Selatan
4750000000,shm,6,6,270,Kebayoran Baru, Jakarta Selatan
6900000000,shm,7,6,350,Kebayoran Lama, Jakarta Selatan
4200000000,shm,4,2,200,Kelapa Gading, Jakarta Utara
160000000,shm,1,1,30,Cipayung, Jakarta Timur
2800000000,shm,4,4,160,Jatinegara, Jakarta Timur
2400000000,shm,4,2,90,Jatinegara, Jakarta Timur
350000000,shm,2,1,53,Cipayung, Jakarta Timur
240000000,shm,2,1,30,Mampang Prapatan, Jakarta Selatan
2000000000,shm,3,2,86,Kembangan, Jakarta Barat
750000000,shm,3,1,60,Cilincing, Jakarta Utara
370000000,shm,2,1,118,Tanjung Priok, Jakarta Utara
3000000000,shm,4,4,192,Kebon Jeruk, Jakarta Barat
1618000000,shm,3,4,115,Cempaka Putih, Jakarta Pusat
8500000000,shm,4,4,300,Tebet, Jakarta Selatan
9900000000,shm,5,5,280,Kebayoran Lama, Jakarta Selatan
960000085,shm,3,2,65,Jagakarsa, Jakarta Selatan
660000000,shm,2,1,40,Jagakarsa, Jakarta Selatan
5000000000,shm,5,4,180,Cilandak, Jakarta Selatan
1800000000,shm,3,3,180,Duren Sawit, Jakarta Timur
13000000000,shm,10,3,458,Tanah Abang, Jakarta Pusat
2200000000,shm,3,2,80,Pasar Minggu, Jakarta Selatan
2000000004,shm,3,2,103,Mampang Prapatan, Jakarta Selatan
1400000003,shm,3,2,90,Mampang Prapatan, Jakarta Selatan
990000000,shm,2,1,36,Duren Sawit, Jakarta Timur
1485000000,shm,3,2,90,Cipayung, Jakarta Timur
950000000,shm,9,7,171,Pulo Gadung, Jakarta Timur
450000000,shm,5,2,80,Pesanggrahan, Jakarta Selatan
4900000000,shm,3,5,500,Cipayung, Jakarta Timur
2500000000,shm,4,3,160,Cipayung, Jakarta Timur
1365000000,shm,3,2,90,Duren Sawit, Jakarta Timur
1500000001,shm,3,2,58,Palmerah, Jakarta Barat
1550000000,shm,3,2,90,Jagakarsa, Jakarta Selatan
2500000000,shm,4,4,180,Kramat Jati, Jakarta Timur
4300000000,shm,6,5,400,Kramat Jati, Jakarta Timur
2700000000,shm,5,4,200,Kramat Jati, Jakarta Timur
1700000000,shm,5,2,250,Kramat Jati, Jakarta Timur
890000000,shm,2,1,50,Kramat Jati, Jakarta Timur
5500000000,shm,4,2,228,Kramat Jati, Jakarta Timur
1800000000,shm,4,2,160,Kramat Jati, Jakarta Timur
450000000,shm,1,1,45,Kramat Jati, Jakarta Timur
1650000000,shm,4,4,180,Kebon Jeruk, Jakarta Barat
6900000000,shm,5,5,600,Pasar Minggu, Jakarta Selatan
895000000,shm,3,2,71,Cempaka Putih, Jakarta Pusat
250000000,shm,2,1,50,Cilangkap, Jakarta Timur
155000000,shm,2,1,36,Kebayoran Lama, Jakarta Selatan
12585000000,shm,5,6,442,Jagakarsa, Jakarta Selatan
47500000000,shm,5,5,800,Kebayoran Baru, Jakarta Selatan
1300000000,shm,2,2,80,Cibubur, Jakarta Timur
3200000000,shm,4,3,199,Kelapa Gading, Jakarta Utara
3200000000,shm,4,3,200,Kelapa Gading, Jakarta Utara
2800000000,shm,4,4,158,Pulo Gadung, Jakarta Timur
9900000000,shm,4,3,390,Kebayoran Lama, Jakarta Selatan
1300000000,shm,4,2,130,Cakung, Jakarta Timur
890000,shm,2,1,110,Pasar Minggu, Jakarta Selatan
2350000000,shm,3,3,90,Pulo Gadung, Jakarta Timur
1699999000,shm,4,3,225,Koja, Jakarta Utara
841714200,shm,2,2,67,Cilandak, Jakarta Selatan
410000000,shm,2,1,36,Cibubur, Jakarta Timur
50000000000,shm,7,8,1025,Setia Budi, Jakarta Selatan
850000241,shm,2,2,57,Pulo Gadung, Jakarta Timur
7000000000,shm,6,6,200,Pasar Minggu, Jakarta Selatan
975000012,shm,3,2,71,Duren Sawit, Jakarta Timur
1375000000,shm,2,2,75,Cengkareng, Jakarta Barat
1050000000,shm,2,1,77,Cengkareng, Jakarta Barat
600000008,shm,2,1,36,Koja, Jakarta Utara
600000001,shm,3,2,60,Cakung, Jakarta Timur
600000001,shm,3,2,64,Cipayung, Jakarta Timur
1300000003,shm,3,2,70,Mampang Prapatan, Jakarta Selatan
850000000,shm,3,2,100,Kemayoran, Jakarta Pusat
417500000,shm,3,3,150,Ciracas, Jakarta Timur
2950000000,shm,5,3,240,Kramat Jati, Jakarta Timur
400000001,shm,2,1,27,Kelapa Gading, Jakarta Utara
1300000002,shm,4,2,75,Jagakarsa, Jakarta Selatan
450000000,shm,1,1,50,Cilandak, Jakarta Selatan
1000000009,shm,3,2,72,Jagakarsa, Jakarta Selatan
1400000001,shm,3,3,71,Mampang Prapatan, Jakarta Selatan
1500000001,shm,3,2,58,Kembangan, Jakarta Barat
578400000,shm,2,2,38,Ciracas, Jakarta Timur
2000000004,shm,3,2,103,Tanjung Duren, Jakarta Barat
900000008,shm,2,2,50,Kebayoran Baru, Jakarta Selatan
800000001,shm,2,2,55,Kebayoran Lama, Jakarta Selatan
3400000000,shm,4,3,160,Kebon Jeruk, Jakarta Barat
557700000,shm,2,2,41,Matraman, Jakarta Timur
2800000000,shm,4,5,250,Tebet, Jakarta Selatan
841000000,shm,2,2,68,Cilandak, Jakarta Selatan
3000000000,shm,3,3,127,Pademangan, Jakarta Utara
10000000,shm,10,10,1800,Cilincing, Jakarta Utara
900000003,shm,2,2,72,Cilandak, Jakarta Selatan
1500000004,shm,3,3,88,Pasar Minggu, Jakarta Selatan
450000000,shm,2,1,60,Ciracas, Jakarta Timur
445000000,shm,2,2,56,Kramat Jati, Jakarta Timur
600000000,shm,3,3,70,Cipayung, Jakarta Timur
3500000000,shm,4,3,160,Kramat Jati, Jakarta Timur
5500000000,shm,10,7,300,Cempaka Putih, Jakarta Pusat
350000000,shm,1,1,33,Kramat Jati, Jakarta Timur
18000000000,shm,6,7,750,Kemayoran, Jakarta Pusat
5800000000,shm,4,4,191,Jagakarsa, Jakarta Selatan
1550000000,shm,4,4,200,Cakung, Jakarta Timur
1300000000,shm,10,6,91,Pademangan, Jakarta Utara
3800000000,shm,5,3,300,Kemayoran, Jakarta Pusat
1500000000,shm,4,2,115,Cibubur, Jakarta Timur
3500000000,shm,3,3,260,Penjaringan, Jakarta Utara
8950000000,shm,7,5,323,Cilandak, Jakarta Selatan
1370880000,shm,4,4,157,Jagakarsa, Jakarta Selatan
500000000,shm,2,1,55,Jagakarsa, Jakarta Selatan
1370008580,shm,4,4,160,Cilandak, Jakarta Selatan
3500000000,shm,5,4,206,Mampang Prapatan, Jakarta Selatan
1500000001,shm,4,3,110,Setia Budi, Jakarta Selatan
5300000000,shm,4,5,300,Kembangan, Jakarta Barat
275000000,shm,2,1,36,Mampang Prapatan, Jakarta Selatan
650000000,shm,3,2,90,Cipayung, Jakarta Timur
240000000,shm,2,1,30,Jatinegara, Jakarta Timur
3900000000,shm,5,2,150,Menteng, Jakarta Pusat
700000000,shm,2,1,55,Pasar Rebo, Jakarta Timur
1900000000,shm,4,4,122,Duren Sawit, Jakarta Timur
972000000,shm,3,2,73,Cempaka Putih, Jakarta Pusat
240000000,shm,2,1,30,Pancoran, Jakarta Selatan
18000000000,shm,4,3,900,Cilandak, Jakarta Selatan
240000000,shm,2,1,30,Pasar Minggu, Jakarta Selatan
853000780,shm,3,2,72,Cilandak, Jakarta Selatan
3300000000,shm,3,3,100,Palmerah, Jakarta Barat
600000000,shm,2,1,40,Kembangan, Jakarta Barat
2200000000,shm,5,5,180,Cilangkap, Jakarta Timur
860000000,shm,3,2,80,Cibubur, Jakarta Timur
7500000000,shm,5,4,425,Pulo Gadung, Jakarta Timur
3500000000,shm,5,3,204,Grogol Petamburan, Jakarta Barat
1400000000,shm,3,2,90,Duren Sawit, Jakarta Timur
3400000000,shm,4,4,300,Duren Sawit, Jakarta Timur
1400000000,shm,4,2,102,Tanjung Priok, Jakarta Utara
5300000000,shm,5,6,350,Kebayoran Baru, Jakarta Selatan
2000000000,shm,4,2,110,Duren Sawit, Jakarta Timur
648548857,shm,3,2,86,Jagakarsa, Jakarta Selatan
900000000,shm,3,3,68,Tebet, Jakarta Selatan
900000000,shm,3,3,68,Pasar Baru, Jakarta Pusat
689000888,shm,2,1,43,Cilandak, Jakarta Selatan
550000000,shm,2,1,45,Cipayung, Jakarta Timur
945000088,shm,3,2,100,Cilandak, Jakarta Selatan
1950000000,shm,5,4,110,Kebayoran Baru, Jakarta Selatan
1850000000,shm,3,3,120,Kebayoran Baru, Jakarta Selatan
115000000,shm,3,2,88,Cakung, Jakarta Timur
967000000,shm,2,2,68,Cilandak, Jakarta Selatan
818000000,shm,2,2,60,Matraman, Jakarta Timur
451000000,shm,2,2,39,Tanjung Priok, Jakarta Utara
870000000,shm,3,2,65,Cilangkap, Jakarta Timur
1349000000,shm,3,2,75,Cilangkap, Jakarta Timur
1900000000,shm,4,3,140,Duren Sawit, Jakarta Timur
275000000,shm,2,1,36,Pasar Minggu, Jakarta Selatan
3500000000,shm,4,3,180,Pantai Indah Kapuk, Jakarta Utara
3900000000,shm,3,3,250,Duren Sawit, Jakarta Timur
2600000000,shm,4,4,135,Pasar Minggu, Jakarta Selatan
4300000000,shm,10,10,378,Kemayoran, Jakarta Pusat
1100000000,shm,2,2,90,Kebayoran Lama, Jakarta Selatan
3000000000,shm,4,3,200,Duren Sawit, Jakarta Timur
3250000000,shm,3,3,180,Kebayoran Baru, Jakarta Selatan
18500000000,shm,7,6,550,Jatinegara, Jakarta Timur
1450000000,shm,4,3,80,Jatinegara, Jakarta Timur
2900000000,shm,4,3,196,Kalideres, Jakarta Barat
1700000000,shm,3,2,110,Kalideres, Jakarta Barat
4300000000,shm,4,4,200,Cakung, Jakarta Timur
550000000,shm,2,2,60,Pesanggrahan, Jakarta Selatan
14500000000,shm,6,5,200,Cilandak, Jakarta Selatan
654828580,shm,3,2,84,Jagakarsa, Jakarta Selatan
95000000000,shm,5,5,1100,Menteng, Jakarta Pusat
875000000,shm,3,3,70,Cengkareng, Jakarta Barat
4200000000,shm,5,3,250,Kemayoran, Jakarta Pusat
4900000000,shm,4,3,205,Kebayoran Baru, Jakarta Selatan
3475000000,shm,5,4,287,Cilangkap, Jakarta Timur
1030000000,shm,3,3,82,Kemayoran, Jakarta Pusat
2600000000,shm,6,5,285,Pademangan, Jakarta Utara
7000000000,shm,4,3,325,Cempaka Putih, Jakarta Pusat
4600000000,shm,4,3,300,Cilandak, Jakarta Selatan
1400000000,shm,1,1,55,Cilangkap, Jakarta Timur
2100000000,shm,6,3,170,Cilangkap, Jakarta Timur
1360000000,shm,3,2,80,Jagakarsa, Jakarta Selatan
700000000,shm,2,1,86,Cibubur, Jakarta Timur
799000000,shm,3,4,110,Kembangan, Jakarta Barat
850000000,shm,6,6,77,Kebon Jeruk, Jakarta Barat
850000000,shm,4,4,120,Cipayung, Jakarta Timur
850000000,shm,3,3,150,Cipayung, Jakarta Timur
1100000000,shm,2,1,60,Cipayung, Jakarta Timur
1620500000,shm,3,3,103,Matraman, Jakarta Timur
1200000,shm,10,10,600,Kembangan, Jakarta Barat
625000000,shm,3,3,80,Kramat Jati, Jakarta Timur
45000000000,shm,10,9,4800,Pulo Gadung, Jakarta Timur
20000000000,shm,10,10,1100,Gambir, Jakarta Pusat
550000000,shm,2,1,70,Cipayung, Jakarta Timur
1200000000,shm,3,3,120,Matraman, Jakarta Timur
1200000000,shm,3,2,75,Bambu Apus, Jakarta Timur
1450000000,shm,5,4,150,Cilandak, Jakarta Selatan
785654789,shm,3,2,70,Bambu Apus, Jakarta Timur
225000000,shm,1,1,24,Jagakarsa, Jakarta Selatan
3800000000,shm,4,3,150,Pesanggrahan, Jakarta Selatan
1400000000,shm,3,2,100,Kramat Jati, Jakarta Timur
7800000000,shm,5,8,500,Grogol Petamburan, Jakarta Barat
2500000000,shm,6,4,170,Cakung, Jakarta Timur
1355000000,shm,3,2,100,Cibubur, Jakarta Timur
2500000000,shm,3,2,104,Tanjung Priok, Jakarta Utara
13250000000,shm,3,2,350,Kebon Jeruk, Jakarta Barat
500000000,shm,2,2,67,Cilangkap, Jakarta Timur
3100000000,shm,3,2,100,Kebayoran Lama, Jakarta Selatan
6500000000,shm,3,3,180,Cakung, Jakarta Timur
10000000000,shm,6,4,405,Pulo Gadung, Jakarta Timur
1200000000,shm,3,2,120,Jagakarsa, Jakarta Selatan
1100000000,shm,3,2,143,Pulo Gadung, Jakarta Timur
1400000000,shm,2,2,54,Pulo Gadung, Jakarta Timur
2200000000,shm,4,3,120,Kramat Jati, Jakarta Timur
1550000000,shm,2,1,75,Kramat Jati, Jakarta Timur
1750000000,shm,3,2,225,Kramat Jati, Jakarta Timur
990000000,shm,3,2,90,Pasar Rebo, Jakarta Timur
1950000000,shm,4,4,300,Kramat Jati, Jakarta Timur
1598000000,shm,4,3,103,Menteng, Jakarta Pusat
1360125000,shm,3,3,94,Cempaka Putih, Jakarta Pusat
600000000,shm,1,1,45,Kembangan, Jakarta Barat
888000000,shm,3,2,63,Kalideres, Jakarta Barat
530000000,shm,2,2,55,Jagakarsa, Jakarta Selatan
6100000000,shm,4,3,200,Cilandak, Jakarta Selatan
2800000000,shm,4,3,140,Kebon Jeruk, Jakarta Barat
5000000000,shm,6,6,180,Pesanggrahan, Jakarta Selatan
4000000000,shm,4,4,200,Cengkareng, Jakarta Barat
3900000000,shm,4,4,300,Kebon Jeruk, Jakarta Barat
4500000000,shm,3,2,250,Kebon Jeruk, Jakarta Barat
7800000000,shm,4,4,350,Kebon Jeruk, Jakarta Barat
1450000000,shm,3,2,53,Kembangan, Jakarta Barat
900000003,shm,2,2,72,Pasar Minggu, Jakarta Selatan
6800000000,shm,3,3,450,Cilandak, Jakarta Selatan
1814000000,shm,3,3,76,Cempaka Putih, Jakarta Pusat
7000000000,shm,6,4,402,Grogol Petamburan, Jakarta Barat
2300000000,shm,3,3,90,Duren Sawit, Jakarta Timur
1360000000,shm,3,3,80,Cempaka Putih, Jakarta Pusat
4500000000,shm,3,3,250,Kembangan, Jakarta Barat
2200000000,shm,3,3,120,Pesanggrahan, Jakarta Selatan
700000000,shm,3,2,65,Cibubur, Jakarta Timur
17000000000,shm,3,3,477,Kebayoran Lama, Jakarta Selatan
2500000000,shm,4,3,180,Kebayoran Lama, Jakarta Selatan
3500000000,shm,4,2,121,Pulo Gadung, Jakarta Timur
110000000000,shm,6,4,500,Menteng, Jakarta Pusat
1350000000,shm,4,2,90,Jatinegara, Jakarta Timur
1850000000,shm,3,3,110,Grogol Petamburan, Jakarta Barat
1545000000,shm,4,3,104,Duren Sawit, Jakarta Timur
4000000000,shm,4,3,300,Kebon Jeruk, Jakarta Barat
2092131000,shm,4,2,157,Cilincing, Jakarta Utara
450000000,shm,3,2,100,Pancoran, Jakarta Selatan
12000000000,shm,9,6,650,Pesanggrahan, Jakarta Selatan
3550000000,shm,4,3,111,Cempaka Putih, Jakarta Pusat
1679000000,shm,3,3,100,Kebon Jeruk, Jakarta Barat
1500000000,shm,3,4,110,Kebon Jeruk, Jakarta Barat
1400000000,shm,3,2,100,Cibubur, Jakarta Timur
700000000,shm,3,2,65,Pasar Rebo, Jakarta Timur
950000000,shm,3,3,81,Kramat Jati, Jakarta Timur
65000000,shm,3,3,110,Grogol Petamburan, Jakarta Barat
11500000000,shm,5,4,500,Pesanggrahan, Jakarta Selatan
8980000000,shm,5,4,600,Daan Mogot, Jakarta Barat
6500000000,shm,7,7,800,Cibubur, Jakarta Timur
2650000000,shm,3,3,110,Daan Mogot, Jakarta Barat
4600000000,shm,5,4,365,Kebon Jeruk, Jakarta Barat
1863000000,shm,3,3,340,Kembangan, Jakarta Barat
500000000,shm,2,2,42,Taman Sari, Jakarta Barat
1300000000,shm,5,3,200,Pesanggrahan, Jakarta Selatan
964000000,shm,2,2,59,Matraman, Jakarta Timur
4700000000,shm,5,5,300,Jagakarsa, Jakarta Selatan
7900000000,shm,4,4,450,Kebon Jeruk, Jakarta Barat
2590000000,shm,3,3,195,Tanjung Duren, Jakarta Barat
1700000000,shm,6,3,150,Pancoran, Jakarta Selatan
1500000000,shm,4,2,120,Cengkareng, Jakarta Barat
12000000000,shm,7,5,400,Pulo Gadung, Jakarta Timur
5200000000,shm,4,3,260,Daan Mogot, Jakarta Barat
2000000000,shm,4,4,240,Kebon Jeruk, Jakarta Barat
15000000000,shm,7,6,1000,Kelapa Gading, Jakarta Utara
1350000000,shm,4,2,120,Cengkareng, Jakarta Barat
4585000000,shm,4,4,250,Cilandak, Jakarta Selatan
2350000000,shm,2,3,90,Pulo Gadung, Jakarta Timur
9900000000,shm,3,3,390,Kebayoran Lama, Jakarta Selatan
6850000000,shm,5,3,450,Cilandak, Jakarta Selatan
766000000,shm,3,2,65,Cibubur, Jakarta Timur
700000000,shm,3,2,65,Duren Sawit, Jakarta Timur
960000036,shm,3,2,65,Jagakarsa, Jakarta Selatan
1700000000,shm,4,3,160,Cibubur, Jakarta Timur
2500000000,shm,3,2,81,Pesanggrahan, Jakarta Selatan
400000000,shm,3,2,80,Kramat Jati, Jakarta Timur
4200000000,shm,4,4,231,Kembangan, Jakarta Barat
3499000000,shm,10,10,350,Kemang, Jakarta Selatan
2770000000,shm,4,3,300,Palmerah, Jakarta Barat
2000000000,shm,3,3,120,Cibubur, Jakarta Timur
20000000000,shm,5,5,300,Kebayoran Baru, Jakarta Selatan
3188000000,shm,4,4,210,Cengkareng, Jakarta Barat
1345000000,shm,3,2,100,Kebayoran Baru, Jakarta Selatan
240000000,shm,2,1,30,Setia Budi, Jakarta Selatan
240000000,shm,2,1,30,Tanjung Barat, Jakarta Selatan
700000000,shm,3,2,65,Cipayung, Jakarta Timur
1299000000,shm,3,2,75,Cipayung, Jakarta Timur
800000000,shm,3,2,65,Cipayung, Jakarta Timur
1200000000,shm,3,3,120,Cipayung, Jakarta Timur
1200000000,shm,2,2,70,Kalideres, Jakarta Barat
1850000000,shm,3,3,95,Jakarta Selatan, Jakarta D.K.I.
1690000000,shm,4,4,110,Grogol Petamburan, Jakarta Barat
3000000000,shm,5,3,200,Pasar Minggu, Jakarta Selatan
1150000000,shm,3,2,89,Pesanggrahan, Jakarta Selatan
2800000000,shm,3,3,152,Kramat Jati, Jakarta Timur
600000008,shm,2,1,36,Penjaringan, Jakarta Utara
790000000,shm,2,2,60,Cilandak, Jakarta Selatan
4000000000,shm,4,4,200,Pasar Minggu, Jakarta Selatan
3500000000,shm,5,3,388,Kelapa Gading, Jakarta Utara
2300000000,shm,3,3,256,Cibubur, Jakarta Timur
17150000000,shm,3,3,499,Pasar Minggu, Jakarta Selatan
1300000000,shm,4,3,90,Cilangkap, Jakarta Timur
3950000000,shm,3,2,200,Tanjung Priok, Jakarta Utara
18500000000,shm,4,4,471,Kebayoran Baru, Jakarta Selatan
6300000000,shm,4,2,320,Gambir, Jakarta Pusat
497000000,shm,2,2,43,Tanjung Priok, Jakarta Utara
3100000000,shm,4,2,240,Cakung, Jakarta Timur
1350000000,shm,2,2,78,Cempaka Putih, Jakarta Pusat
380000000,shm,2,2,52,Kramat Jati, Jakarta Timur
2000000001,shm,3,2,73,Jagakarsa, Jakarta Selatan
1700000000,shm,4,3,150,Cilangkap, Jakarta Timur
7500000000,shm,4,4,270,Penjaringan, Jakarta Utara
2700000000,shm,5,3,180,Duren Sawit, Jakarta Timur
4750000000,shm,6,5,276,Kelapa Gading, Jakarta Utara
600000000,shm,3,3,70,Kemang, Jakarta Selatan
650000000,shm,2,1,200,Kalideres, Jakarta Barat
500000000,shm,2,1,72,Cilandak, Jakarta Selatan
600000000,shm,3,3,70,Tanjung Duren, Jakarta Barat
3800000000,shm,4,3,330,Pesanggrahan, Jakarta Selatan
2500000000,shm,5,5,164,Kelapa Gading, Jakarta Utara
1300000000,shm,1,1,160,Cibubur, Jakarta Timur
2900000000,shm,5,4,350,Duren Sawit, Jakarta Timur
9500000400,shm,10,10,395,Pancoran, Jakarta Selatan
1800000000,shm,3,2,120,Grogol Petamburan, Jakarta Barat
4300000000,shm,9,4,352,Pulo Gadung, Jakarta Timur
1200000000,shm,3,3,100,Jagakarsa, Jakarta Selatan
8000000000,shm,4,4,385,Pantai Indah Kapuk, Jakarta Utara
400000004,shm,2,1,36,Mampang Prapatan, Jakarta Selatan
800000004,shm,3,2,60,Ciracas, Jakarta Timur
2250000000,shm,3,2,145,Pesanggrahan, Jakarta Selatan
2000000000,shm,5,4,180,Duren Sawit, Jakarta Timur
2350000000,shm,2,2,60,Pulo Gadung, Jakarta Timur
1750000000,shm,4,4,130,Jagakarsa, Jakarta Selatan
1500000000,shm,3,4,120,Jagakarsa, Jakarta Selatan
2300000000,shm,4,4,140,Jakarta Selatan, Jakarta D.K.I.
3300000000,shm,5,3,240,Cibubur, Jakarta Timur
2900000000,shm,5,4,210,Tebet, Jakarta Selatan
5900000000,shm,3,3,272,Pantai Indah Kapuk, Jakarta Utara
198000000,shm,2,1,48,Kalideres, Jakarta Barat
2200000000,shm,2,2,180,Kebon Jeruk, Jakarta Barat
500000004,shm,3,2,66,Kebayoran Lama, Jakarta Selatan
500000001,shm,3,2,52,Cengkareng, Jakarta Barat
5000000000,shm,4,4,260,Tebet, Jakarta Selatan
925000000,shm,2,2,110,Jagakarsa, Jakarta Selatan
16000000000,shm,3,6,550,Kembangan, Jakarta Barat
390000000,shm,2,1,45,Palmerah, Jakarta Barat
2950000000,shm,6,3,110,Palmerah, Jakarta Barat
430000000,shm,2,2,80,Pesanggrahan, Jakarta Selatan
550000000,shm,3,2,69,Cakung, Jakarta Timur
1620000000,shm,3,3,53,Pulo Gadung, Jakarta Timur
895000000,shm,2,2,71,Cempaka Putih, Jakarta Pusat
5900000000,shm,4,3,310,Kelapa Gading, Jakarta Utara
